t,acc
23.8,1.98E+00
23.81,5.41E+00
23.82,7.59E+00
23.83,4.52E-01
23.84,-8.42E+00
23.85,-7.20E+00
23.86,-8.51E-01
23.87,-4.97E+00
23.88,-1.51E+01
23.89,-1.41E+01
23.9,-1.18E+01
23.91,-1.76E+01
23.92,-1.71E+01
23.93,-1.27E+01
23.94,-8.85E-01
23.95,1.62E+01
23.96,2.03E+01
23.97,2.41E+01
23.98,2.70E+01
23.99,1.85E+01
24,9.37E+00
24.01,4.54E+00
24.02,7.03E+00
24.03,2.46E+00
24.04,-8.53E+00
24.05,-8.81E+00
24.06,-1.55E+01
24.07,-2.67E+01
24.08,-2.66E+01
24.09,-2.39E+01
24.1,-2.27E+01
24.11,-2.09E+01
24.12,-1.94E+01
24.13,-1.55E+01
24.14,-5.41E+00
24.15,1.64E+00
24.16,2.88E+00
24.17,8.07E+00
24.18,1.71E+01
24.19,2.87E+01
24.2,3.42E+01
24.21,2.87E+01
24.22,2.69E+01
24.23,2.86E+01
24.24,2.54E+01
24.25,2.61E+01
24.26,2.86E+01
24.27,1.85E+01
24.28,5.10E+00
24.29,-2.18E+00
24.3,-1.05E+01
24.31,-2.05E+01
24.32,-2.39E+01
24.33,-1.77E+01
24.34,-1.23E+01
24.35,-1.00E+01
24.36,-7.28E+00
24.37,-6.77E+00
24.38,-6.07E+00
24.39,-5.33E+00
24.4,-1.82E+00
24.41,1.17E+01
24.42,2.37E+01
24.43,2.61E+01
24.44,2.83E+01
24.45,2.87E+01
24.46,2.35E+01
24.47,2.08E+01
24.48,1.91E+01
24.49,1.14E+01
24.5,6.51E+00
24.51,8.14E+00
24.52,4.23E+00
24.53,1.35E+00
24.54,4.59E+00
24.55,4.29E+00
24.56,-1.77E+00
24.57,-8.51E+00
24.58,-8.40E+00
24.59,-5.28E+00
24.6,-5.07E-01
24.61,4.69E+00
24.62,5.40E+00
24.63,8.32E+00
24.64,7.04E+00
24.65,5.53E+00
24.66,1.46E+01
24.67,1.15E+01
24.68,4.84E+00
24.69,1.04E+01
24.7,6.41E+00
24.71,-8.40E-01
24.72,-2.35E+00
24.73,-1.40E+00
24.74,-5.27E+00
24.75,-1.40E+01
24.76,-1.31E+01
24.77,-1.31E+01
24.78,-1.21E+01
24.79,-5.27E+00
24.8,-1.01E+00
24.81,5.00E+00
24.82,1.04E+01
24.83,1.43E+01
24.84,1.98E+01
24.85,2.54E+01
24.86,2.95E+01
24.87,3.56E+01
24.88,3.86E+01
24.89,3.17E+01
24.9,2.52E+01
24.91,2.30E+01
24.92,2.31E+01
24.93,2.42E+01
24.94,2.23E+01
24.95,1.94E+01
24.96,1.60E+01
24.97,1.22E+01
24.98,9.07E+00
24.99,6.14E+00
25,3.76E+00
25.01,1.28E+00
25.02,-4.73E+00
25.03,-8.28E+00
25.04,-3.06E+00
25.05,-9.47E+00
25.06,-2.31E+01
25.07,-2.70E+01
25.08,-3.78E+01
25.09,-4.08E+01
25.1,-3.31E+01
25.11,-4.02E+01
25.12,-4.14E+01
25.13,-3.14E+01
25.14,-2.16E+01
25.15,-8.12E+00
25.16,-9.86E-01
25.17,7.83E+00
25.18,1.21E+01
25.19,-2.19E+00
25.2,-8.32E+00
25.21,2.52E+00
25.22,1.64E+01
25.23,2.00E+01
25.24,1.70E+01
25.25,2.25E+01
25.26,2.66E+01
25.27,2.00E+01
25.28,1.54E+01
25.29,2.19E+01
25.3,2.08E+01
25.31,1.54E+01
25.32,1.48E+01
25.33,7.44E+00
25.34,1.10E+01
25.35,1.65E+01
25.36,1.24E+01
25.37,1.12E+01
25.38,7.22E+00
25.39,4.18E+00
25.4,-2.51E+00
25.41,-1.44E+01
25.42,-1.88E+01
25.43,-2.08E+01
25.44,-2.48E+01
25.45,-2.65E+01
25.46,-2.39E+01
25.47,-2.01E+01
25.48,-1.98E+01
25.49,-1.77E+01
25.5,-1.50E+01
25.51,-1.49E+01
25.52,-7.73E+00
25.53,-2.41E+00
25.54,8.41E-01
25.55,1.03E+01
25.56,1.40E+01
25.57,1.72E+01
25.58,1.77E+01
25.59,1.18E+01
25.6,9.94E+00
25.61,1.11E+01
25.62,1.59E+01
25.63,2.12E+01
25.64,2.42E+01
25.65,2.74E+01
25.66,2.96E+01
25.67,2.72E+01
25.68,2.06E+01
25.69,1.77E+01
25.7,1.83E+01
25.71,1.71E+01
25.72,1.71E+01
25.73,2.03E+01
25.74,2.22E+01
25.75,2.22E+01
25.76,2.03E+01
25.77,1.94E+01
25.78,2.11E+01
25.79,1.71E+01
25.8,1.45E+01
25.81,1.60E+01
25.82,1.31E+01
25.83,1.14E+01
25.84,9.75E+00
25.85,5.23E+00
25.86,3.71E+00
25.87,5.98E+00
25.88,7.77E+00
25.89,7.98E+00
25.9,1.07E+01
25.91,1.06E+01
25.92,8.00E+00
25.93,8.71E+00
25.94,9.46E+00
25.95,1.30E+01
25.96,1.70E+01
25.97,1.93E+01
25.98,2.45E+01
25.99,2.71E+01
26,2.81E+01
26.01,3.43E+01
26.02,3.83E+01
26.03,3.89E+01
26.04,4.26E+01
26.05,4.35E+01
26.06,4.45E+01
26.07,4.52E+01
26.08,4.32E+01
26.09,4.21E+01
26.1,3.51E+01
26.11,2.77E+01
26.12,2.11E+01
26.13,1.51E+01
26.14,1.17E+01
26.15,3.55E+00
26.16,-2.20E+00
26.17,-8.49E+00
26.18,-1.18E+01
26.19,-1.12E+01
26.2,-2.00E+01
26.21,-2.11E+01
26.22,-1.78E+01
26.23,-2.09E+01
26.24,-1.96E+01
26.25,-1.89E+01
26.26,-1.82E+01
26.27,-1.56E+01
26.28,-1.46E+01
26.29,-1.37E+01
26.3,-1.13E+01
26.31,-1.00E+01
26.32,-1.35E+01
26.33,-1.45E+01
26.34,-1.49E+01
26.35,-1.49E+01
26.36,-1.10E+01
26.37,-9.28E+00
26.38,-4.46E+00
26.39,2.86E-01
26.4,2.54E-01
26.41,2.14E+00
26.42,3.50E+00
26.43,5.07E+00
26.44,9.70E+00
26.45,1.47E+01
26.46,1.80E+01
26.47,2.00E+01
26.48,2.20E+01
26.49,2.15E+01
26.5,1.93E+01
26.51,1.93E+01
26.52,1.98E+01
26.53,2.04E+01
26.54,2.24E+01
26.55,2.39E+01
26.56,2.43E+01
26.57,2.45E+01
26.58,2.09E+01
26.59,1.42E+01
26.6,1.23E+01
26.61,1.50E+01
26.62,1.36E+01
26.63,4.98E+00
26.64,4.55E+00
26.65,6.59E+00
26.66,-2.18E+00
26.67,-2.76E+00
26.68,-4.01E+00
26.69,-9.58E+00
26.7,-1.01E+01
26.71,-2.18E+01
26.72,-2.79E+01
26.73,-2.71E+01
26.74,-3.12E+01
26.75,-3.15E+01
26.76,-3.32E+01
26.77,-3.01E+01
26.78,-2.35E+01
26.79,-2.11E+01
26.8,-1.39E+01
26.81,-8.87E+00
26.82,-8.82E+00
26.83,-4.77E+00
26.84,-4.65E+00
26.85,-4.96E+00
26.86,5.01E-01
26.87,1.89E+00
26.88,1.08E+00
26.89,-7.04E-01
26.9,-2.62E+00
26.91,-4.03E-01
26.92,1.90E+00
26.93,8.86E-01
26.94,-1.09E+00
26.95,-2.52E+00
26.96,-5.92E+00
26.97,-9.95E+00
26.98,-1.14E+01
26.99,-1.36E+01
27,-1.55E+01
27.01,-1.45E+01
27.02,-1.51E+01
27.03,-1.40E+01
27.04,-1.39E+01
27.05,-1.77E+01
27.06,-1.98E+01
27.07,-2.21E+01
27.08,-2.11E+01
27.09,-1.79E+01
27.1,-1.67E+01
27.11,-1.10E+01
27.12,-1.14E+00
27.13,3.71E+00
27.14,9.67E+00
27.15,1.76E+01
27.16,1.76E+01
27.17,1.93E+01
27.18,2.11E+01
27.19,1.94E+01
27.2,1.91E+01
27.21,2.19E+01
27.22,2.54E+01
27.23,2.25E+01
27.24,2.74E+01
27.25,2.49E+01
27.26,1.37E+01
27.27,1.88E+01
27.28,1.54E+01
27.29,7.21E+00
27.3,1.01E+01
27.31,9.15E+00
27.32,2.34E+00
27.33,-8.07E+00
27.34,-1.91E+01
27.35,-3.37E+01
27.36,-5.17E+01
27.37,-6.19E+01
27.38,-7.05E+01
27.39,-8.03E+01
27.4,-8.30E+01
27.41,-7.96E+01
27.42,-6.98E+01
27.43,-5.60E+01
27.44,-2.56E+01
27.45,5.45E-02
27.46,9.61E+00
27.47,3.80E+01
27.48,4.98E+01
27.49,5.51E+01
27.5,7.62E+01
27.51,7.31E+01
27.52,6.52E+01
27.53,4.83E+01
27.54,2.17E+01
27.55,-6.03E-01
27.56,-3.61E+01
27.57,-6.57E+01
27.58,-8.99E+01
27.59,-1.12E+02
27.6,-1.23E+02
27.61,-1.37E+02
27.62,-1.51E+02
27.63,-1.62E+02
27.64,-1.67E+02
27.65,-1.66E+02
27.66,-1.72E+02
27.67,-1.82E+02
27.68,-1.88E+02
27.69,-1.92E+02
27.7,-1.80E+02
27.71,-1.79E+02
27.72,-1.87E+02
27.73,-1.76E+02
27.74,-1.73E+02
27.75,-1.69E+02
27.76,-1.43E+02
27.77,-1.08E+02
27.78,-5.89E+01
27.79,-4.21E+00
27.8,3.38E+01
27.81,6.67E+01
27.82,9.72E+01
27.83,1.18E+02
27.84,1.27E+02
27.85,1.18E+02
27.86,8.53E+01
27.87,2.94E+01
27.88,-2.47E+01
27.89,-6.29E+01
27.9,-1.10E+02
27.91,-1.55E+02
27.92,-1.76E+02
27.93,-1.87E+02
27.94,-1.97E+02
27.95,-2.06E+02
27.96,-1.87E+02
27.97,-1.11E+02
27.98,-3.94E+01
27.99,-1.40E+01
28,3.25E+01
28.01,1.04E+02
28.02,1.46E+02
28.03,1.76E+02
28.04,1.95E+02
28.05,2.00E+02
28.06,2.28E+02
28.07,2.41E+02
28.08,1.97E+02
28.09,1.37E+02
28.1,8.47E+01
28.11,2.93E+01
28.12,-2.37E+01
28.13,-6.68E+01
28.14,-1.14E+02
28.15,-1.39E+02
28.16,-1.50E+02
28.17,-1.85E+02
28.18,-2.07E+02
28.19,-2.02E+02
28.2,-1.59E+02
28.21,-8.91E+01
28.22,-5.14E+01
28.23,-4.64E+01
28.24,-3.87E+01
28.25,-2.23E+01
28.26,-1.04E+01
28.27,1.11E+01
28.28,3.49E+01
28.29,4.96E+01
28.3,7.63E+01
28.31,9.25E+01
28.32,9.06E+01
28.33,8.51E+01
28.34,6.66E+01
28.35,3.53E+01
28.36,7.40E+00
28.37,-4.99E+00
28.38,-9.64E+00
28.39,-7.18E+00
28.4,4.76E+00
28.41,1.16E+01
28.42,4.93E+00
28.43,-5.76E+00
28.44,-1.51E+01
28.45,-1.71E+01
28.46,-7.21E+00
28.47,-4.00E+00
28.48,-9.94E+00
28.49,-1.64E+01
28.5,-2.21E+01
28.51,-2.71E+01
28.52,-3.33E+01
28.53,-3.52E+01
28.54,-3.75E+01
28.55,-3.71E+01
28.56,-3.36E+01
28.57,-3.69E+01
28.58,-4.11E+01
28.59,-4.52E+01
28.6,-4.75E+01
28.61,-4.69E+01
28.62,-4.22E+01
28.63,-3.38E+01
28.64,-2.73E+01
28.65,-1.53E+01
28.66,-4.01E+00
28.67,1.36E+00
28.68,7.96E+00
28.69,1.50E+01
28.7,2.53E+01
28.71,3.06E+01
28.72,3.09E+01
28.73,3.16E+01
28.74,2.52E+01
28.75,2.32E+01
28.76,2.67E+01
28.77,2.65E+01
28.78,2.04E+01
28.79,4.37E+00
28.8,-2.11E+00
28.81,-5.96E+00
28.82,-2.52E+01
28.83,-3.26E+01
28.84,-3.31E+01
28.85,-4.11E+01
28.86,-3.72E+01
28.87,-3.32E+01
28.88,-3.76E+01
28.89,-3.12E+01
28.9,-2.33E+01
28.91,-1.41E+01
28.92,-3.27E+00
28.93,-9.86E-01
28.94,4.44E+00
28.95,9.10E+00
28.96,9.35E+00
28.97,1.22E+01
28.98,1.80E+01
28.99,1.88E+01
29,1.26E+01
29.01,1.37E+01
29.02,1.17E+01
29.03,5.18E+00
29.04,1.83E+00
29.05,-7.75E+00
29.06,-1.59E+01
29.07,-1.81E+01
29.08,-2.23E+01
29.09,-2.54E+01
29.1,-2.59E+01
29.11,-2.96E+01
29.12,-3.22E+01
29.13,-3.60E+01
29.14,-4.23E+01
29.15,-4.10E+01
29.16,-4.12E+01
29.17,-4.30E+01
29.18,-3.52E+01
29.19,-2.73E+01
29.2,-2.24E+01
29.21,-1.57E+01
29.22,-1.28E+01
29.23,-1.05E+01
29.24,-9.62E+00
29.25,-1.23E+01
29.26,-1.20E+01
29.27,-1.53E+01
29.28,-1.49E+01
29.29,-1.06E+01
29.3,-1.02E+01
29.31,-2.24E+00
29.32,-7.23E-01
29.33,-3.29E+00
29.34,4.77E+00
29.35,7.07E+00
29.36,8.17E+00
29.37,1.28E+01
29.38,1.33E+01
29.39,1.41E+01
29.4,1.01E+01
29.41,4.13E+00
29.42,1.29E+00
29.43,-1.94E+00
29.44,-2.34E+00
29.45,-2.10E+00
29.46,5.69E-01
29.47,3.51E+00
29.48,3.02E+00
29.49,1.01E+01
29.5,1.61E+01
29.51,1.80E+01
29.52,2.56E+01
29.53,2.97E+01
29.54,3.27E+01
29.55,3.60E+01
29.56,3.88E+01
29.57,4.16E+01
29.58,3.82E+01
29.59,3.82E+01
29.6,3.71E+01
29.61,3.19E+01
29.62,2.79E+01
29.63,2.03E+01
29.64,1.41E+01
29.65,1.28E+01
29.66,1.26E+01
29.67,1.28E+01
29.68,1.35E+01
29.69,1.37E+01
29.7,1.85E+01
29.71,2.06E+01
29.72,1.19E+01
29.73,9.98E+00
29.74,1.02E+01
29.75,1.30E+01
29.76,2.31E+01
29.77,1.78E+01
29.78,1.82E+01
29.79,2.68E+01
29.8,2.52E+01
29.81,3.04E+01
29.82,2.88E+01
29.83,2.79E+01
29.84,3.21E+01
29.85,2.80E+01
29.86,2.50E+01
29.87,1.77E+01
29.88,1.48E+01
29.89,2.03E+01
29.9,2.47E+01
29.91,2.85E+01
29.92,2.72E+01
29.93,3.15E+01
29.94,3.94E+01
29.95,3.77E+01
29.96,3.92E+01
29.97,4.00E+01
29.98,3.79E+01
29.99,4.44E+01
30,4.37E+01
30.01,4.35E+01
30.02,4.60E+01
30.03,3.70E+01
30.04,3.76E+01
30.05,3.81E+01
30.06,3.47E+01
30.07,3.94E+01
30.08,3.82E+01
30.09,4.88E+01
30.1,6.09E+01
30.11,5.17E+01
30.12,3.92E+01
30.13,1.83E+01
30.14,-4.30E+00
30.15,-1.28E+01
30.16,-2.31E+01
30.17,-3.48E+01
30.18,-3.78E+01
30.19,-3.97E+01
30.2,-3.13E+01
30.21,-8.69E+00
30.22,5.63E+00
30.23,2.22E+01
30.24,3.81E+01
30.25,3.97E+01
30.26,4.91E+01
30.27,4.80E+01
30.28,2.76E+01
30.29,1.96E+01
30.3,1.14E+01
30.31,3.19E+00
30.32,-1.32E+00
30.33,-2.03E+01
30.34,-3.08E+01
30.35,-3.17E+01
30.36,-2.90E+01
30.37,-2.17E+01
30.38,-1.61E+01
30.39,-6.77E+00
30.4,-6.61E+00
30.41,2.03E+00
30.42,7.57E+00
30.43,4.74E+00
30.44,1.57E+00
30.45,-1.52E+01
30.46,-1.28E+01
30.47,-1.86E+01
30.48,-2.77E+01
30.49,-2.75E+01
30.5,-3.39E+01
30.51,-2.00E+01
30.52,-2.25E+01
30.53,-2.40E+01
30.54,-1.22E+01
30.55,-4.75E+00
30.56,1.42E+01
30.57,1.50E+01
30.58,1.57E+01
30.59,1.84E+01
30.6,1.95E+01
30.61,3.30E+01
30.62,3.42E+01
30.63,4.21E+01
30.64,4.47E+01
30.65,4.01E+01
30.66,5.64E+01
30.67,5.86E+01
30.68,5.39E+01
30.69,5.49E+01
30.7,5.21E+01
30.71,5.88E+01
30.72,5.84E+01
30.73,4.32E+01
30.74,3.44E+01
30.75,3.28E+01
30.76,2.95E+01
30.77,2.12E+01
30.78,1.10E+00
30.79,-1.61E+01
30.8,-2.42E+01
30.81,-3.56E+01
30.82,-4.28E+01
30.83,-4.32E+01
30.84,-4.79E+01
30.85,-5.18E+01
30.86,-4.16E+01
30.87,-4.09E+01
30.88,-3.70E+01
30.89,-1.66E+01
30.9,-1.50E+01
30.91,-4.67E+00
30.92,1.35E+01
30.93,2.15E+01
30.94,4.57E+01
30.95,5.81E+01
30.96,6.09E+01
30.97,6.83E+01
30.98,5.78E+01
30.99,5.81E+01
31,5.41E+01
31.01,3.87E+01
31.02,3.74E+01
31.03,8.56E+00
31.04,-2.31E+01
31.05,-3.53E+01
31.06,-5.15E+01
31.07,-5.56E+01
31.08,-6.29E+01
31.09,-7.53E+01
31.1,-7.41E+01
31.11,-6.45E+01
31.12,-5.23E+01
31.13,-4.24E+01
31.14,-3.56E+01
31.15,-3.11E+01
31.16,-1.84E+01
31.17,-1.24E+01
31.18,-2.03E+01
31.19,-1.46E+01
31.2,-1.41E+01
31.21,-2.14E+01
31.22,-7.58E+00
31.23,3.84E+00
31.24,3.47E+00
31.25,6.37E+00
31.26,7.67E+00
31.27,1.41E+01
31.28,2.73E+01
31.29,3.40E+01
31.3,3.94E+01
31.31,4.80E+01
31.32,5.80E+01
31.33,6.80E+01
31.34,7.19E+01
31.35,8.09E+01
31.36,9.23E+01
31.37,9.18E+01
31.38,8.65E+01
31.39,7.35E+01
31.4,6.09E+01
31.41,5.87E+01
31.42,5.50E+01
31.43,5.02E+01
31.44,3.46E+01
31.45,9.24E+00
31.46,2.60E-01
31.47,-7.80E+00
31.48,-2.22E+01
31.49,-1.91E+01
31.5,-1.11E+01
31.51,-6.22E+00
31.52,6.61E+00
31.53,1.84E+01
31.54,3.08E+01
31.55,4.55E+01
31.56,5.27E+01
31.57,6.03E+01
31.58,6.77E+01
31.59,6.90E+01
31.6,6.97E+01
31.61,7.02E+01
31.62,6.86E+01
31.63,6.46E+01
31.64,6.55E+01
31.65,5.92E+01
31.66,4.03E+01
31.67,2.72E+01
31.68,4.88E+00
31.69,-1.56E+01
31.7,-2.61E+01
31.71,-5.21E+01
31.72,-6.71E+01
31.73,-7.39E+01
31.74,-8.99E+01
31.75,-8.92E+01
31.76,-8.19E+01
31.77,-9.14E+01
31.78,-8.88E+01
31.79,-6.96E+01
31.8,-7.73E+01
31.81,-7.79E+01
31.82,-6.16E+01
31.83,-6.20E+01
31.84,-4.64E+01
31.85,-3.69E+01
31.86,-4.22E+01
31.87,-3.93E+01
31.88,-5.13E+01
31.89,-5.50E+01
31.9,-5.64E+01
31.91,-6.63E+01
31.92,-5.73E+01
31.93,-5.66E+01
31.94,-6.26E+01
31.95,-5.45E+01
31.96,-4.30E+01
31.97,-2.48E+01
31.98,-5.56E+00
31.99,7.29E+00
32,2.74E+01
32.01,3.86E+01
32.02,3.56E+01
32.03,3.81E+01
32.04,1.86E+01
32.05,4.91E-01
32.06,-1.01E+01
32.07,-3.78E+01
32.08,-4.03E+01
32.09,-5.39E+01
32.1,-6.90E+01
32.11,-6.39E+01
32.12,-7.51E+01
32.13,-4.91E+01
32.14,-2.19E+01
32.15,-2.02E+01
32.16,4.56E+00
32.17,1.66E+01
32.18,1.88E+01
32.19,3.20E+01
32.2,3.69E+01
32.21,3.06E+01
32.22,3.11E+01
32.23,3.56E+01
32.24,2.23E+01
32.25,2.19E+01
32.26,3.18E+01
32.27,2.04E+01
32.28,2.40E+01
32.29,3.03E+01
32.3,1.76E+01
32.31,2.60E+01
32.32,4.25E+01
32.33,4.41E+01
32.34,3.77E+01
32.35,2.15E+01
32.36,2.52E+00
32.37,-1.17E+01
32.38,-2.28E+01
32.39,-4.34E+01
32.4,-6.78E+01
32.41,-8.51E+01
32.42,-1.01E+02
32.43,-1.07E+02
32.44,-1.12E+02
32.45,-1.11E+02
32.46,-9.52E+01
32.47,-9.04E+01
32.48,-8.14E+01
32.49,-5.07E+01
32.5,-2.13E+01
32.51,-6.44E+00
32.52,3.92E+00
32.53,1.86E+01
32.54,3.25E+01
32.55,5.47E+01
32.56,7.26E+01
32.57,7.23E+01
32.58,7.57E+01
32.59,7.16E+01
32.6,5.59E+01
32.61,3.88E+01
32.62,1.78E+01
32.63,3.23E+00
32.64,-1.20E+01
32.65,-2.50E+01
32.66,-3.56E+01
32.67,-4.74E+01
32.68,-5.19E+01
32.69,-5.50E+01
32.7,-4.75E+01
32.71,-2.71E+01
32.72,-8.38E+00
32.73,-2.96E+00
32.74,-2.12E+00
32.75,7.91E+00
32.76,1.12E+01
32.77,-2.36E+00
32.78,-2.33E+01
32.79,-3.01E+01
32.8,-2.81E+01
32.81,-3.24E+01
32.82,-1.70E+01
32.83,5.00E+00
32.84,1.94E+01
32.85,4.60E+01
32.86,5.82E+01
32.87,7.23E+01
32.88,1.04E+02
32.89,1.09E+02
32.9,1.05E+02
32.91,1.05E+02
32.92,8.42E+01
32.93,6.42E+01
32.94,5.42E+01
32.95,4.11E+01
32.96,3.03E+01
32.97,1.93E+01
32.98,2.79E+00
32.99,-5.30E+00
33,2.48E+00
33.01,1.17E+01
33.02,1.34E+01
33.03,2.54E+01
33.04,4.03E+01
33.05,4.96E+01
33.06,5.54E+01
33.07,4.85E+01
33.08,3.90E+01
33.09,2.47E+01
33.1,1.23E+01
33.11,2.97E+00
33.12,-8.15E+00
33.13,-1.18E+01
33.14,-1.34E+01
33.15,-7.06E+00
33.16,7.00E+00
33.17,1.77E+01
33.18,8.90E+00
33.19,-2.08E+00
33.2,-5.07E+00
33.21,-6.51E+00
33.22,4.91E+00
33.23,-1.41E+00
33.24,-6.35E+00
33.25,-2.04E+00
33.26,-1.68E+01
33.27,-2.14E+01
33.28,-3.16E+01
33.29,-4.29E+01
33.3,-3.94E+01
33.31,-4.52E+01
33.32,-3.96E+01
33.33,-4.34E+01
33.34,-5.40E+01
33.35,-4.64E+01
33.36,-5.24E+01
33.37,-4.35E+01
33.38,-3.42E+01
33.39,-2.70E+01
33.4,5.03E-01
33.41,9.82E+00
33.42,2.37E+01
33.43,3.73E+01
33.44,4.29E+01
33.45,4.50E+01
33.46,4.32E+01
33.47,4.59E+01
33.48,3.70E+01
33.49,3.70E+01
33.5,2.70E+01
33.51,8.85E+00
33.52,3.17E+00
33.53,-6.92E+00
33.54,-1.03E+01
33.55,-1.03E+01
33.56,4.86E+00
33.57,2.25E+01
33.58,2.70E+01
33.59,4.60E+01
33.6,5.79E+01
33.61,6.00E+01
33.62,7.69E+01
33.63,7.22E+01
33.64,4.48E+01
33.65,1.96E+01
33.66,-3.44E+00
33.67,-1.60E+01
33.68,-3.42E+01
33.69,-4.30E+01
33.7,-3.45E+01
33.71,-2.29E+01
33.72,4.29E+00
33.73,2.10E+01
33.74,1.95E+01
33.75,2.17E+01
33.76,2.58E+01
33.77,1.90E+01
33.78,8.44E+00
33.79,4.59E+00
33.8,-6.94E+00
33.81,-8.37E+00
33.82,-6.88E+00
33.83,-1.96E+01
33.84,-2.04E+01
33.85,-2.74E+01
33.86,-3.59E+01
33.87,-2.47E+01
33.88,-1.23E+01
33.89,1.13E+01
33.9,3.23E+01
33.91,3.36E+01
33.92,3.34E+01
33.93,2.82E+01
33.94,2.67E+01
33.95,3.66E+01
33.96,3.80E+01
33.97,3.97E+01
33.98,4.02E+01
33.99,2.94E+01
34,2.46E+01
34.01,1.68E+01
34.02,1.65E+01
34.03,2.11E+01
34.04,2.16E+00
34.05,-9.63E+00
34.06,-1.91E+01
34.07,-3.82E+01
34.08,-5.01E+01
34.09,-6.21E+01
34.1,-6.37E+01
34.11,-7.70E+01
34.12,-8.97E+01
34.13,-7.72E+01
34.14,-8.92E+01
34.15,-9.50E+01
34.16,-7.96E+01
34.17,-7.93E+01
34.18,-7.54E+01
34.19,-6.41E+01
34.2,-4.69E+01
34.21,-3.89E+01
34.22,-2.56E+01
34.23,3.48E+00
34.24,1.62E+01
34.25,3.30E+01
34.26,5.01E+01
34.27,5.53E+01
34.28,6.65E+01
34.29,7.53E+01
34.3,7.37E+01
34.31,5.81E+01
34.32,4.17E+01
34.33,4.48E+01
34.34,5.21E+01
34.35,5.47E+01
34.36,5.86E+01
34.37,4.32E+01
34.38,2.33E+01
34.39,2.22E+01
34.4,1.80E+01
34.41,8.96E+00
34.42,-4.67E+00
34.43,-1.48E+01
34.44,-3.53E+00
34.45,9.00E-01
34.46,-6.07E+00
34.47,1.25E+00
34.48,4.80E+00
34.49,1.01E+01
34.5,3.33E+01
34.51,4.03E+01
34.52,4.11E+01
34.53,4.74E+01
34.54,4.08E+01
34.55,4.23E+01
34.56,4.15E+01
34.57,2.23E+01
34.58,7.37E+00
34.59,-5.33E-01
34.6,-1.99E+01
34.61,-2.34E+01
34.62,-1.45E+01
34.63,-3.98E+01
34.64,-2.63E+01
34.65,3.43E+00
34.66,-1.03E+01
34.67,-2.59E+00
34.68,-3.58E+00
34.69,-9.97E+00
34.7,1.46E+00
34.71,5.84E+00
34.72,2.17E+01
34.73,2.76E+01
34.74,2.42E+01
34.75,2.27E+01
34.76,2.16E+01
34.77,2.77E+01
34.78,2.51E+01
34.79,2.90E+01
34.8,3.14E+01
34.81,3.16E+01
34.82,4.11E+01
34.83,5.22E+01
34.84,6.75E+01
34.85,6.10E+01
34.86,5.57E+01
34.87,4.72E+01
34.88,2.01E+01
34.89,8.20E+00
34.9,-9.83E+00
34.91,-2.93E+01
34.92,-4.91E+01
34.93,-6.94E+01
34.94,-7.09E+01
34.95,-7.30E+01
34.96,-7.85E+01
34.97,-8.02E+01
34.98,-6.84E+01
34.99,-6.25E+01
35,-6.80E+01
35.01,-6.50E+01
35.02,-7.01E+01
35.03,-6.39E+01
35.04,-5.09E+01
35.05,-4.95E+01
35.06,-3.44E+01
35.07,-2.14E+01
35.08,-1.34E+01
35.09,-8.70E-01
35.1,5.57E-01
35.11,9.22E-01
35.12,-3.61E+00
35.13,-5.51E+00
35.14,1.61E+01
35.15,2.88E+01
35.16,3.74E+01
35.17,4.48E+01
35.18,3.36E+01
35.19,3.55E+01
35.2,3.30E+01
35.21,1.96E+01
35.22,8.93E+00
35.23,-4.89E+00
35.24,5.25E-01
35.25,-2.71E-01
35.26,-1.02E+01
35.27,-1.15E+01
35.28,-1.22E+01
35.29,5.73E+00
35.3,1.57E+01
35.31,1.48E+01
35.32,2.54E+01
35.33,3.04E+01
35.34,4.63E+01
35.35,4.91E+01
35.36,1.71E+01
35.37,2.04E+00
35.38,1.05E+01
35.39,1.34E+01
35.4,8.04E+00
35.41,-5.93E-01
35.42,-2.24E+01
35.43,-4.02E+01
35.44,-3.86E+01
35.45,-5.07E+01
35.46,-5.66E+01
35.47,-3.23E+01
35.48,-2.67E+00
35.49,2.52E+01
35.5,3.69E+01
35.51,4.08E+01
35.52,5.14E+01
35.53,3.57E+01
35.54,1.19E+01
35.55,1.26E+01
35.56,-1.56E+00
35.57,-2.38E+01
35.58,-3.27E+01
35.59,-5.16E+01
35.6,-5.45E+01
35.61,-4.80E+01
35.62,-5.42E+01
35.63,-4.50E+01
35.64,-3.57E+01
35.65,-2.21E+01
35.66,-8.83E-01
35.67,7.21E+00
35.68,1.41E+01
35.69,1.83E+01
35.7,2.37E+01
35.71,1.94E+01
35.72,1.76E+01
35.73,1.39E+01
35.74,-8.33E+00
35.75,-3.44E-01
35.76,9.12E+00
35.77,5.22E+00
35.78,1.67E+01
35.79,1.14E+01
35.8,1.11E+00
35.81,1.56E+01
35.82,3.71E+01
35.83,2.74E+01
35.84,1.41E+01
35.85,2.02E+01
35.86,9.88E+00
35.87,5.72E+00
35.88,1.26E+00
35.89,-1.45E+01
35.9,-2.58E+01
35.91,-3.43E+01
35.92,-3.41E+01
35.93,-4.80E+01
35.94,-5.42E+01
35.95,-4.65E+01
35.96,-3.55E+01
35.97,-1.20E+01
35.98,2.03E+00
35.99,2.19E+01
36,4.61E+01
36.01,6.31E+01
36.02,7.21E+01
36.03,7.08E+01
