t,acc
60.44,3.69E+01
60.45,2.41E+01
60.46,7.62E+00
60.47,-9.33E+00
60.48,-2.22E+01
60.49,-3.31E+01
60.5,-4.46E+01
60.51,-4.51E+01
60.52,-3.44E+01
60.53,-2.03E+01
60.54,-4.70E+00
60.55,4.70E+00
60.56,7.76E+00
60.57,1.35E+01
60.58,1.83E+01
60.59,1.57E+01
60.6,9.25E+00
60.61,1.27E+00
60.62,-3.95E+00
60.63,-6.89E+00
60.64,-9.83E+00
60.65,-9.70E+00
60.66,-1.03E+01
60.67,-5.07E+00
60.68,5.73E+00
60.69,1.03E+01
60.7,1.25E+01
60.71,1.26E+01
60.72,1.18E+01
60.73,1.27E+01
60.74,1.61E+01
60.75,2.32E+01
60.76,2.71E+01
60.77,2.69E+01
60.78,2.51E+01
60.79,2.29E+01
60.8,1.67E+01
60.81,7.57E+00
60.82,-9.08E-02
60.83,-8.73E+00
60.84,-9.33E+00
60.85,-3.67E+00
60.86,-1.28E+00
60.87,2.92E+00
60.88,2.54E+00
60.89,-3.65E+00
60.9,-9.77E+00
60.91,-1.82E+01
60.92,-2.45E+01
60.93,-3.03E+01
60.94,-3.00E+01
60.95,-1.58E+01
60.96,2.86E+00
60.97,1.93E+01
60.98,3.05E+01
60.99,4.26E+01
61,5.06E+01
61.01,4.82E+01
61.02,4.31E+01
61.03,2.94E+01
61.04,1.21E+01
61.05,3.85E+00
61.06,-4.19E+00
61.07,-1.55E+01
61.08,-2.41E+01
61.09,-3.41E+01
61.1,-4.52E+01
61.11,-5.40E+01
61.12,-5.96E+01
61.13,-5.24E+01
61.14,-4.03E+01
61.15,-3.22E+01
61.16,-2.26E+01
61.17,-1.74E+01
61.18,-1.43E+01
61.19,-8.29E+00
61.2,-5.72E+00
61.21,-5.46E+00
61.22,-5.24E+00
61.23,-1.85E+00
61.24,2.82E+00
61.25,1.22E+00
61.26,1.33E+00
61.27,7.44E+00
61.28,1.55E+01
61.29,2.76E+01
61.3,3.90E+01
61.31,4.43E+01
61.32,4.57E+01
61.33,4.34E+01
61.34,3.48E+01
61.35,1.98E+01
61.36,3.46E+00
61.37,-9.65E+00
61.38,-2.09E+01
61.39,-3.05E+01
61.4,-3.20E+01
61.41,-2.47E+01
61.42,-1.04E+01
61.43,1.13E+01
61.44,2.65E+01
61.45,2.50E+01
61.46,2.10E+01
61.47,1.43E+01
61.48,-1.11E+00
61.49,-1.15E+01
61.5,-2.14E+01
61.51,-3.34E+01
61.52,-3.83E+01
61.53,-3.91E+01
61.54,-2.95E+01
61.55,-1.36E+01
61.56,-2.33E+00
61.57,8.48E+00
61.58,1.75E+01
61.59,2.10E+01
61.6,1.66E+01
61.61,6.98E+00
61.62,-5.64E+00
61.63,-1.94E+01
61.64,-2.72E+01
61.65,-3.06E+01
61.66,-2.75E+01
61.67,-1.85E+01
61.68,-7.69E+00
61.69,6.16E+00
61.7,1.34E+01
61.71,1.96E+01
61.72,3.07E+01
61.73,3.17E+01
61.74,3.34E+01
61.75,4.00E+01
61.76,3.71E+01
61.77,2.98E+01
61.78,1.85E+01
61.79,4.44E+00
61.8,-4.78E+00
61.81,-1.34E+01
61.82,-2.19E+01
61.83,-2.58E+01
61.84,-2.83E+01
61.85,-3.27E+01
61.86,-3.78E+01
61.87,-3.69E+01
61.88,-2.23E+01
61.89,-1.78E-01
61.9,1.73E+01
61.91,2.73E+01
61.92,3.67E+01
61.93,4.25E+01
61.94,3.75E+01
61.95,2.62E+01
61.96,1.26E+01
61.97,1.97E+00
61.98,-2.33E+00
61.99,-8.79E+00
62,-1.98E+01
62.01,-2.58E+01
62.02,-2.64E+01
62.03,-2.48E+01
62.04,-2.14E+01
62.05,-2.19E+01
62.06,-2.00E+01
62.07,-1.61E+01
62.08,-1.54E+01
62.09,-8.11E+00
62.1,-6.14E-01
62.11,4.06E+00
62.12,1.12E+01
62.13,1.03E+01
62.14,6.71E+00
62.15,2.56E+00
62.16,-6.55E+00
62.17,-1.18E+01
62.18,-1.29E+01
62.19,-1.30E+01
62.2,-1.24E+01
62.21,-8.21E+00
62.22,-1.91E+00
62.23,2.55E+00
62.24,6.02E+00
62.25,5.43E+00
62.26,-1.41E+00
62.27,-7.05E+00
62.28,-6.54E+00
62.29,-9.80E+00
62.3,-1.36E+01
62.31,-1.37E+01
62.32,-1.44E+01
62.33,-8.21E+00
62.34,3.47E-01
62.35,6.90E+00
62.36,1.48E+01
62.37,2.07E+01
62.38,2.55E+01
62.39,3.19E+01
62.4,3.39E+01
62.41,2.90E+01
62.42,2.34E+01
62.43,1.33E+01
62.44,3.63E+00
62.45,3.13E+00
62.46,2.42E+00
62.47,1.35E-01
62.48,-9.97E-01
62.49,-2.26E+00
62.5,-2.64E+00
62.51,-2.82E+00
62.52,-6.15E+00
62.53,-8.24E+00
62.54,-5.94E+00
62.55,-7.61E+00
62.56,-9.99E+00
62.57,-1.46E+01
62.58,-2.29E+01
62.59,-2.72E+01
62.6,-2.82E+01
62.61,-2.20E+01
62.62,-1.08E+01
62.63,-2.49E+00
62.64,1.52E+00
62.65,6.81E+00
62.66,1.50E+01
62.67,2.04E+01
62.68,2.15E+01
62.69,1.72E+01
62.7,1.37E+01
62.71,1.34E+01
62.72,1.28E+01
62.73,9.89E+00
62.74,7.02E+00
62.75,7.23E+00
62.76,4.23E+00
62.77,-1.33E+00
62.78,-5.84E+00
62.79,-9.94E+00
62.8,-1.25E+01
62.81,-1.43E+01
62.82,-1.61E+01
62.83,-1.77E+01
62.84,-1.58E+01
62.85,-1.08E+01
62.86,-1.84E+00
62.87,1.13E+01
62.88,2.02E+01
62.89,2.86E+01
62.9,3.09E+01
62.91,2.42E+01
62.92,1.68E+01
62.93,3.89E+00
62.94,-2.70E+00
62.95,-6.08E+00
62.96,-1.36E+01
62.97,-1.27E+01
62.98,-1.04E+01
62.99,-6.75E+00
63,-1.49E+00
63.01,1.24E+00
63.02,3.23E+00
63.03,-1.63E+00
63.04,-2.58E+00
63.05,2.34E+00
63.06,-2.38E-02
63.07,-4.02E-01
63.08,3.35E+00
63.09,4.86E+00
63.1,5.55E+00
63.11,4.27E-01
63.12,-7.81E+00
63.13,-1.10E+01
63.14,-1.13E+01
63.15,-8.98E+00
63.16,-3.30E+00
63.17,1.89E+00
63.18,3.19E+00
63.19,-2.11E+00
63.2,-8.67E+00
63.21,-1.14E+01
63.22,-1.59E+01
63.23,-1.94E+01
63.24,-1.85E+01
63.25,-1.68E+01
63.26,-1.32E+01
63.27,-5.37E+00
63.28,5.77E+00
63.29,1.35E+01
63.3,2.19E+01
63.31,3.17E+01
63.32,3.83E+01
63.33,4.72E+01
63.34,4.99E+01
63.35,4.57E+01
63.36,3.53E+01
63.37,1.86E+01
63.38,1.04E+01
63.39,4.67E+00
63.4,-1.60E+00
63.41,-5.59E+00
63.42,-1.11E+01
63.43,-1.58E+01
63.44,-2.27E+01
63.45,-2.93E+01
63.46,-3.32E+01
63.47,-3.39E+01
63.48,-3.13E+01
63.49,-2.92E+01
63.5,-2.69E+01
63.51,-2.48E+01
63.52,-2.28E+01
63.53,-1.80E+01
63.54,-1.16E+01
63.55,-8.39E+00
63.56,-4.20E+00
63.57,1.83E+00
63.58,6.11E+00
63.59,9.97E+00
63.6,1.25E+01
63.61,1.94E+01
63.62,2.55E+01
63.63,2.65E+01
63.64,3.02E+01
63.65,3.14E+01
63.66,2.64E+01
63.67,1.83E+01
63.68,8.89E+00
63.69,4.38E-01
63.7,-8.72E+00
63.71,-2.20E+01
63.72,-3.42E+01
63.73,-4.16E+01
63.74,-4.45E+01
63.75,-4.09E+01
63.76,-3.43E+01
63.77,-2.53E+01
63.78,-1.67E+01
63.79,-9.94E+00
63.8,1.55E+00
63.81,1.40E+01
63.82,2.32E+01
63.83,3.11E+01
63.84,3.74E+01
63.85,3.92E+01
63.86,3.47E+01
63.87,2.98E+01
63.88,2.30E+01
63.89,1.34E+01
63.9,4.18E+00
63.91,-3.91E+00
63.92,-6.12E+00
63.93,-5.36E+00
63.94,-9.85E-01
63.95,2.88E+00
63.96,3.79E+00
63.97,8.08E+00
63.98,1.09E+01
63.99,1.40E+01
64,1.61E+01
64.01,1.09E+01
64.02,-2.98E-01
64.03,-8.38E+00
64.04,-9.28E+00
64.05,-1.11E+01
64.06,-1.25E+01
64.07,-1.15E+01
64.08,-8.71E+00
64.09,-5.53E+00
64.1,-3.90E+00
64.11,-6.39E+00
64.12,-1.40E+01
64.13,-1.53E+01
64.14,-1.44E+01
64.15,-1.60E+01
64.16,-1.68E+01
64.17,-2.41E+01
64.18,-2.94E+01
64.19,-2.80E+01
64.2,-2.34E+01
64.21,-1.32E+01
64.22,-7.06E+00
64.23,-3.77E+00
64.24,3.61E+00
64.25,1.16E+01
64.26,1.73E+01
64.27,2.15E+01
64.28,2.40E+01
64.29,2.14E+01
64.3,1.87E+01
64.31,1.42E+01
64.32,9.97E+00
64.33,1.11E+01
64.34,1.18E+01
64.35,1.46E+01
64.36,1.63E+01
64.37,1.37E+01
64.38,9.35E+00
64.39,2.92E+00
64.4,-3.19E+00
64.41,-9.88E+00
64.42,-1.36E+01
64.43,-1.48E+01
64.44,-1.49E+01
64.45,-1.24E+01
64.46,-8.38E+00
64.47,1.90E+00
64.48,9.79E+00
64.49,1.27E+01
64.5,1.71E+01
64.51,1.77E+01
64.52,1.53E+01
64.53,7.10E+00
64.54,-6.42E+00
64.55,-1.76E+01
64.56,-2.63E+01
64.57,-3.24E+01
64.58,-3.72E+01
64.59,-3.83E+01
64.6,-3.40E+01
64.61,-2.94E+01
64.62,-2.47E+01
64.63,-1.77E+01
64.64,-1.10E+01
64.65,-2.52E+00
64.66,7.41E+00
64.67,1.16E+01
64.68,1.53E+01
64.69,1.83E+01
64.7,1.57E+01
64.71,1.74E+01
64.72,1.51E+01
64.73,4.42E+00
64.74,-8.72E-01
64.75,-5.85E+00
64.76,-1.08E+01
64.77,-8.87E+00
64.78,-5.62E+00
64.79,2.36E-01
64.8,1.08E+01
64.81,1.85E+01
64.82,2.31E+01
64.83,2.74E+01
64.84,2.42E+01
64.85,1.54E+01
64.86,7.29E+00
64.87,-3.36E+00
64.88,-1.09E+01
64.89,-1.47E+01
64.9,-2.02E+01
64.91,-1.65E+01
64.92,-9.46E+00
64.93,-9.33E+00
64.94,-3.64E+00
64.95,4.26E+00
64.96,7.27E+00
64.97,9.28E+00
64.98,1.58E+00
64.99,-7.01E+00
65,-6.34E+00
65.01,-1.20E+01
65.02,-1.95E+01
65.03,-2.11E+01
65.04,-2.08E+01
65.05,-1.38E+01
65.06,-3.05E+00
65.07,4.37E+00
65.08,8.66E+00
65.09,1.13E+01
65.1,1.68E+01
65.11,2.28E+01
65.12,2.67E+01
65.13,3.08E+01
65.14,3.06E+01
65.15,2.97E+01
65.16,2.70E+01
65.17,1.89E+01
65.18,1.40E+01
65.19,1.03E+01
65.2,7.68E+00
65.21,9.10E+00
65.22,1.03E+01
65.23,1.20E+01
65.24,1.00E+01
65.25,3.02E+00
65.26,-3.37E+00
65.27,-1.11E+01
65.28,-2.06E+01
65.29,-2.77E+01
65.3,-3.06E+01
65.31,-3.39E+01
65.32,-3.80E+01
65.33,-3.63E+01
65.34,-3.09E+01
65.35,-2.03E+01
65.36,-6.01E+00
65.37,4.13E+00
65.38,1.27E+01
65.39,2.14E+01
65.4,2.75E+01
65.41,2.92E+01
65.42,2.83E+01
65.43,2.05E+01
65.44,7.18E+00
65.45,2.48E+00
65.46,4.46E-01
65.47,-7.33E+00
65.48,-1.47E+01
65.49,-1.93E+01
65.5,-1.97E+01
65.51,-1.36E+01
65.52,-5.23E+00
65.53,2.97E-01
65.54,2.65E+00
65.55,3.36E+00
65.56,6.80E+00
65.57,5.51E+00
65.58,7.30E-02
65.59,-1.83E+00
65.6,-7.99E+00
65.61,-1.25E+01
65.62,-1.14E+01
65.63,-1.33E+01
65.64,-1.43E+01
65.65,-1.04E+01
65.66,-5.62E+00
65.67,8.59E-01
65.68,1.01E+01
65.69,1.54E+01
65.7,1.81E+01
65.71,2.14E+01
65.72,2.17E+01
65.73,2.09E+01
65.74,1.85E+01
65.75,1.27E+01
65.76,4.95E+00
65.77,-4.74E+00
65.78,-1.23E+01
65.79,-1.42E+01
65.8,-9.00E+00
65.81,1.72E+00
65.82,9.65E+00
65.83,1.01E+01
65.84,8.94E+00
65.85,8.91E+00
65.86,8.02E+00
65.87,9.50E+00
65.88,1.13E+01
65.89,9.51E+00
65.9,3.76E+00
65.91,-6.20E+00
65.92,-1.30E+01
65.93,-1.69E+01
65.94,-1.80E+01
65.95,-1.19E+01
65.96,-9.02E+00
65.97,-1.11E+01
65.98,-1.37E+01
65.99,-1.52E+01
66,-1.34E+01
66.01,-9.56E+00
66.02,-2.24E+00
66.03,5.08E+00
66.04,1.33E+01
66.05,1.80E+01
66.06,1.27E+01
66.07,1.01E+01
66.08,8.85E+00
66.09,4.85E+00
66.1,2.18E+00
66.11,-2.28E+00
66.12,-8.42E-01
66.13,6.86E+00
66.14,1.05E+01
66.15,1.38E+01
66.16,1.64E+01
66.17,1.39E+01
66.18,8.85E+00
66.19,-2.13E-01
66.2,-1.00E+01
66.21,-1.58E+01
66.22,-2.19E+01
66.23,-2.75E+01
66.24,-2.95E+01
66.25,-2.90E+01
66.26,-2.31E+01
66.27,-1.38E+01
66.28,-7.24E+00
66.29,2.59E+00
66.3,1.24E+01
66.31,1.52E+01
66.32,1.96E+01
66.33,2.10E+01
66.34,1.63E+01
66.35,1.46E+01
66.36,1.30E+01
66.37,1.18E+01
66.38,8.95E+00
66.39,-3.50E-01
66.4,-7.68E+00
66.41,-8.12E+00
66.42,-6.00E+00
66.43,-7.20E-01
66.44,4.48E+00
66.45,2.00E+00
66.46,-6.94E-01
66.47,1.09E+00
66.48,3.40E+00
66.49,5.39E+00
66.5,7.19E+00
66.51,8.64E+00
66.52,6.59E+00
66.53,4.07E+00
66.54,-9.16E-01
66.55,-7.37E+00
66.56,-6.64E+00
66.57,-9.64E+00
66.58,-1.61E+01
66.59,-1.79E+01
66.6,-1.93E+01
66.61,-1.80E+01
66.62,-2.10E+01
66.63,-2.74E+01
66.64,-2.76E+01
66.65,-2.39E+01
66.66,-1.60E+01
66.67,-9.90E+00
66.68,-7.30E+00
66.69,8.53E-02
66.7,8.09E+00
66.71,8.40E+00
66.72,6.00E+00
66.73,1.46E+00
66.74,-6.69E+00
66.75,-6.64E+00
66.76,-1.27E+00
66.77,2.30E+00
66.78,5.20E+00
66.79,8.14E+00
66.8,1.48E+01
66.81,1.75E+01
66.82,1.55E+01
66.83,1.43E+01
66.84,1.08E+01
66.85,9.09E+00
66.86,4.83E+00
66.87,-3.53E+00
66.88,-8.98E+00
66.89,-1.50E+01
66.9,-2.05E+01
66.91,-2.74E+01
66.92,-3.12E+01
66.93,-2.62E+01
66.94,-2.02E+01
66.95,-1.15E+01
66.96,-1.74E+00
66.97,8.52E+00
66.98,2.29E+01
66.99,3.24E+01
67,3.54E+01
67.01,3.55E+01
67.02,3.28E+01
67.03,2.77E+01
67.04,1.73E+01
67.05,7.56E+00
67.06,2.47E+00
67.07,-3.11E+00
67.08,-8.98E+00
67.09,-1.38E+01
67.1,-1.80E+01
67.11,-2.06E+01
67.12,-1.87E+01
67.13,-1.70E+01
67.14,-1.74E+01
67.15,-1.92E+01
67.16,-2.33E+01
67.17,-2.47E+01
67.18,-2.68E+01
67.19,-3.09E+01
67.2,-2.75E+01
67.21,-1.85E+01
67.22,-8.36E+00
67.23,2.48E+00
67.24,9.47E+00
67.25,1.50E+01
67.26,2.15E+01
67.27,2.22E+01
67.28,2.31E+01
67.29,2.82E+01
67.3,2.93E+01
67.31,2.63E+01
67.32,2.00E+01
67.33,1.05E+01
67.34,3.01E+00
67.35,-3.70E+00
67.36,-1.27E+01
67.37,-1.88E+01
67.38,-2.13E+01
67.39,-2.29E+01
67.4,-2.32E+01
67.41,-2.20E+01
67.42,-1.66E+01
67.43,-9.58E+00
67.44,-1.48E+00
67.45,8.42E+00
67.46,1.88E+01
67.47,3.06E+01
67.48,3.80E+01
67.49,3.86E+01
67.5,3.44E+01
67.51,2.52E+01
67.52,1.25E+01
67.53,-4.23E-01
67.54,-1.05E+01
67.55,-1.73E+01
67.56,-2.33E+01
67.57,-2.42E+01
67.58,-2.13E+01
67.59,-1.95E+01
67.6,-1.53E+01
67.61,-9.34E+00
67.62,-1.11E+00
67.63,5.29E+00
67.64,3.89E+00
67.65,-1.15E-01
67.66,-3.45E+00
67.67,-9.94E-01
67.68,4.03E+00
67.69,4.93E+00
67.7,8.17E+00
67.71,7.54E+00
67.72,2.42E+00
67.73,1.79E+00
67.74,2.26E+00
67.75,5.29E+00
67.76,1.05E+01
67.77,1.53E+01
67.78,1.67E+01
67.79,1.20E+01
67.8,4.74E+00
67.81,-2.18E+00
67.82,-6.94E+00
67.83,-1.10E+01
67.84,-8.27E+00
67.85,1.03E+00
67.86,7.22E+00
67.87,8.65E+00
67.88,7.30E+00
67.89,9.21E+00
67.9,1.09E+01
67.91,9.86E+00
67.92,8.48E+00
67.93,2.41E+00
67.94,-2.29E+00
67.95,-4.45E+00
67.96,-8.37E+00
67.97,-9.89E+00
67.98,-1.15E+01
67.99,-1.61E+01
68,-1.53E+01
68.01,-6.16E+00
68.02,1.74E+00
68.03,5.67E+00
68.04,9.86E+00
68.05,1.45E+01
68.06,1.55E+01
68.07,1.19E+01
68.08,5.44E+00
68.09,1.12E+00
68.1,3.39E+00
68.11,5.89E+00
68.12,7.32E+00
68.13,5.47E+00
68.14,-4.15E+00
68.15,-7.04E+00
68.16,-4.89E+00
68.17,-4.10E+00
68.18,1.24E+00
68.19,1.81E+00
68.2,2.90E+00
68.21,7.23E+00
68.22,6.52E+00
68.23,6.37E+00
68.24,9.74E+00
68.25,1.51E+01
68.26,1.63E+01
68.27,1.22E+01
68.28,4.70E+00
68.29,-1.23E+00
68.3,-2.95E+00
68.31,-8.18E+00
68.32,-1.35E+01
68.33,-1.31E+01
68.34,-8.44E+00
68.35,-2.22E+00
68.36,3.21E+00
68.37,5.27E+00
68.38,7.26E+00
68.39,1.18E+01
68.4,1.08E+01
68.41,4.90E+00
68.42,-1.37E+00
68.43,-6.71E+00
68.44,-1.14E+01
68.45,-1.81E+01
68.46,-2.47E+01
68.47,-2.79E+01
68.48,-2.71E+01
68.49,-2.55E+01
68.5,-2.03E+01
68.51,-1.17E+01
68.52,-4.77E+00
68.53,3.80E+00
68.54,9.92E+00
68.55,1.21E+01
68.56,1.42E+01
68.57,1.74E+01
68.58,2.17E+01
68.59,2.58E+01
68.6,2.79E+01
68.61,2.33E+01
68.62,1.76E+01
68.63,1.33E+01
68.64,4.88E+00
68.65,-1.13E+00
68.66,-1.16E+00
68.67,-8.98E-01
68.68,-2.01E+00
68.69,-4.98E+00
68.7,-1.13E+01
68.71,-1.76E+01
68.72,-2.03E+01
68.73,-1.98E+01
68.74,-1.80E+01
68.75,-1.44E+01
68.76,-8.62E+00
68.77,-1.73E+00
68.78,4.12E+00
68.79,4.26E+00
68.8,3.29E-01
68.81,-5.41E+00
68.82,-7.60E+00
68.83,-5.73E-01
68.84,5.86E+00
68.85,8.70E+00
68.86,1.22E+01
68.87,1.30E+01
68.88,1.15E+01
68.89,6.42E+00
68.9,-1.75E+00
68.91,-6.53E+00
68.92,-7.78E+00
68.93,-6.79E+00
68.94,-7.84E+00
68.95,-1.33E+01
68.96,-1.59E+01
68.97,-1.46E+01
68.98,-1.20E+01
68.99,-7.93E+00
69,7.03E-01
69.01,9.26E+00
69.02,1.26E+01
69.03,1.99E+01
69.04,2.70E+01
69.05,2.63E+01
69.06,2.22E+01
69.07,1.69E+01
69.08,1.26E+01
69.09,9.08E+00
69.1,5.01E+00
69.11,2.56E-01
69.12,-1.09E+00
69.13,-1.19E+00
69.14,-2.68E+00
69.15,-3.01E+00
69.16,-3.75E+00
69.17,-1.82E+00
69.18,-3.88E-01
69.19,-2.58E+00
69.2,-3.81E+00
69.21,-9.09E-01
69.22,5.86E+00
69.23,1.10E+01
69.24,1.35E+01
69.25,1.27E+01
69.26,5.74E+00
69.27,-4.05E+00
69.28,-1.19E+01
69.29,-1.82E+01
69.3,-2.01E+01
69.31,-1.60E+01
69.32,-1.06E+01
69.33,-6.82E+00
69.34,-8.08E+00
69.35,-1.01E+01
69.36,-5.74E+00
69.37,-1.84E+00
69.38,2.42E+00
69.39,9.78E+00
69.4,1.59E+01
69.41,2.28E+01
69.42,2.53E+01
69.43,2.31E+01
69.44,1.78E+01
69.45,8.64E+00
69.46,2.78E+00
69.47,-2.72E+00
69.48,-7.12E+00
69.49,-7.52E+00
69.5,-9.56E+00
69.51,-9.16E+00
69.52,-3.11E+00
69.53,5.22E+00
69.54,1.42E+01
69.55,2.10E+01
69.56,2.40E+01
69.57,2.12E+01
69.58,1.07E+01
69.59,-2.91E+00
69.6,-1.14E+01
69.61,-1.78E+01
69.62,-2.72E+01
69.63,-3.56E+01
69.64,-4.64E+01
69.65,-5.54E+01
69.66,-5.48E+01
69.67,-5.28E+01
69.68,-4.41E+01
69.69,-2.47E+01
69.7,-8.71E+00
69.71,4.54E+00
69.72,1.96E+01
69.73,3.18E+01
69.74,3.80E+01
69.75,3.36E+01
69.76,2.19E+01
69.77,1.30E+01
69.78,8.81E+00
69.79,4.94E+00
69.8,-2.64E-01
69.81,-3.09E+00
69.82,-2.75E+00
69.83,-2.01E+00
69.84,-3.27E-01
69.85,1.30E+00
69.86,1.00E+00
69.87,8.18E-01
69.88,3.72E+00
69.89,6.71E+00
69.9,8.15E+00
69.91,1.08E+01
69.92,7.88E+00
69.93,6.71E-01
69.94,-1.35E+00
69.95,-1.37E+00
69.96,-8.62E-01
69.97,-8.85E-01
69.98,-4.78E+00
69.99,-9.87E+00
70,-1.08E+01
70.01,-6.30E+00
70.02,-2.86E+00
70.03,3.60E-01
70.04,5.16E+00
70.05,8.83E+00
70.06,1.24E+01
70.07,1.51E+01
70.08,1.58E+01
70.09,1.52E+01
70.1,1.34E+01
70.11,9.01E+00
70.12,3.82E+00
70.13,5.84E-01
70.14,-3.84E+00
70.15,-8.13E+00
70.16,-9.46E+00
70.17,-9.44E+00
70.18,-6.51E+00
70.19,-2.21E+00
70.2,9.71E-01
70.21,1.55E+00
70.22,-1.81E+00
70.23,-4.85E+00
70.24,-9.41E+00
70.25,-1.44E+01
70.26,-1.40E+01
70.27,-1.12E+01
70.28,-8.07E+00
70.29,-4.60E+00
70.3,-2.44E+00
70.31,-2.95E+00
70.32,-3.52E+00
70.33,-1.33E+00
70.34,4.37E-01
70.35,2.15E+00
70.36,3.20E+00
70.37,-8.41E-03
70.38,-5.10E+00
70.39,-6.87E+00
70.4,-3.32E+00
70.41,1.78E+00
70.42,4.97E+00
70.43,3.76E+00
70.44,-3.90E-01
70.45,-9.02E-01
70.46,-2.04E+00
70.47,-6.14E+00
70.48,-5.54E+00
70.49,-5.71E+00
70.5,-7.52E+00
70.51,-2.88E+00
70.52,3.99E+00
70.53,1.16E+01
70.54,1.81E+01
70.55,2.10E+01
70.56,1.88E+01
70.57,8.83E+00
70.58,2.31E-01
70.59,-3.53E+00
70.6,-4.38E+00
70.61,-4.30E+00
70.62,-5.59E+00
70.63,-2.16E+00
70.64,4.45E+00
70.65,1.02E+01
70.66,1.52E+01
70.67,1.84E+01
70.68,2.03E+01
70.69,1.96E+01
70.7,1.64E+01
70.71,8.27E+00
70.72,-2.40E+00
70.73,-8.50E+00
70.74,-1.38E+01
70.75,-1.77E+01
70.76,-1.57E+01
70.77,-1.27E+01
70.78,-1.26E+01
70.79,-1.32E+01
70.8,-8.95E+00
70.81,3.40E+00
70.82,1.77E+01
70.83,2.59E+01
70.84,3.02E+01
70.85,3.15E+01
70.86,2.83E+01
70.87,2.15E+01
70.88,9.84E+00
70.89,-1.67E+00
70.9,-8.53E+00
70.91,-1.35E+01
70.92,-1.66E+01
70.93,-1.57E+01
70.94,-1.33E+01
70.95,-1.04E+01
70.96,-8.14E+00
70.97,-8.95E+00
70.98,-1.04E+01
70.99,-1.21E+01
71,-1.24E+01
71.01,-7.45E+00
71.02,-8.72E-01
71.03,2.10E+00
71.04,1.86E+00
71.05,-1.07E+00
71.06,-3.27E+00
71.07,6.11E-01
71.08,3.72E+00
71.09,5.98E+00
71.1,1.23E+01
71.11,1.37E+01
71.12,1.15E+01
71.13,1.01E+01
71.14,6.42E+00
71.15,4.82E+00
71.16,6.70E+00
71.17,9.47E+00
71.18,1.32E+01
71.19,1.42E+01
71.2,1.04E+01
71.21,7.60E+00
71.22,5.98E+00
71.23,2.91E+00
71.24,8.32E-01
71.25,-4.73E+00
71.26,-1.34E+01
71.27,-1.73E+01
71.28,-1.76E+01
71.29,-1.87E+01
71.3,-2.00E+01
71.31,-1.78E+01
71.32,-1.37E+01
71.33,-7.87E+00
71.34,-1.26E-01
71.35,6.31E+00
71.36,1.34E+01
71.37,1.65E+01
71.38,1.20E+01
71.39,5.42E+00
71.4,-2.07E+00
71.41,-7.69E+00
71.42,-1.21E+01
71.43,-1.51E+01
71.44,-1.30E+01
71.45,-1.30E+01
71.46,-1.48E+01
71.47,-9.29E+00
71.48,-1.42E+00
71.49,6.29E+00
71.5,1.28E+01
71.51,1.31E+01
71.52,1.60E+01
71.53,2.10E+01
71.54,2.26E+01
71.55,2.47E+01
71.56,2.46E+01
71.57,2.15E+01
71.58,1.65E+01
71.59,1.05E+01
71.6,6.27E+00
71.61,2.13E+00
71.62,-4.40E+00
71.63,-1.12E+01
71.64,-1.63E+01
71.65,-2.09E+01
71.66,-2.14E+01
71.67,-1.75E+01
71.68,-1.52E+01
71.69,-1.20E+01
71.7,-9.01E+00
71.71,-1.08E+01
71.72,-1.35E+01
71.73,-1.22E+01
71.74,-8.31E+00
71.75,-3.60E+00
71.76,8.44E-01
71.77,4.43E+00
71.78,1.12E+01
71.79,1.85E+01
71.8,2.27E+01
71.81,2.65E+01
71.82,2.87E+01
71.83,2.81E+01
71.84,2.66E+01
71.85,2.17E+01
71.86,1.23E+01
71.87,5.15E+00
71.88,-1.94E+00
71.89,-1.23E+01
71.9,-2.04E+01
71.91,-2.40E+01
71.92,-2.28E+01
71.93,-1.99E+01
71.94,-1.51E+01
71.95,-8.46E+00
71.96,-2.50E+00
71.97,6.41E+00
71.98,1.45E+01
71.99,1.59E+01
72,1.39E+01
72.01,1.15E+01
72.02,7.67E+00
72.03,3.54E+00
72.04,-2.52E+00
72.05,-9.73E+00
72.06,-1.35E+01
72.07,-1.63E+01
72.08,-1.71E+01
72.09,-1.30E+01
72.1,-7.00E+00
72.11,1.64E+00
72.12,1.18E+01
72.13,1.85E+01
72.14,2.09E+01
72.15,1.80E+01
72.16,1.02E+01
72.17,3.97E+00
72.18,1.36E+00
72.19,1.84E+00
72.2,5.41E+00
72.21,7.08E+00
72.22,5.58E+00
72.23,1.88E+00
72.24,-3.15E+00
72.25,-8.50E+00
72.26,-1.36E+01
72.27,-1.64E+01
72.28,-1.35E+01
72.29,-7.26E+00
72.3,-4.74E+00
72.31,-3.74E+00
72.32,-3.97E+00
72.33,-6.29E+00
72.34,-3.34E+00
72.35,3.04E+00
72.36,6.16E+00
72.37,5.90E+00
72.38,2.59E+00
72.39,-2.81E+00
72.4,-1.05E+01
72.41,-1.87E+01
72.42,-2.34E+01
72.43,-2.29E+01
72.44,-1.72E+01
72.45,-1.24E+01
72.46,-1.01E+01
72.47,-6.81E+00
72.48,-4.83E+00
72.49,-2.23E+00
72.5,6.65E+00
72.51,1.62E+01
72.52,2.10E+01
72.53,2.38E+01
72.54,2.31E+01
72.55,2.02E+01
72.56,1.84E+01
72.57,1.64E+01
72.58,1.18E+01
72.59,5.79E+00
72.6,3.90E+00
72.61,1.66E+00
